k;Enhancers;Promoters;E value;Enhancers;Promoters;E value;Enhancers;Promoters;E value;Enhancers;Promoters;E value;Enhancers;Promoters;E value
2;chr2:239545160-239545510, chr2:218785631-218785811; chr2:231988506..231988535,-, chr18:70535575..70535609,-; 15.182738202440001; chr2:239545160-239545510, chr2:218785631-218785811; chr2:231988506..231988535,-, chr11:15136462..15136478,+; 11.193158854598186;;;;;;;;;
3;chr2:239545160-239545510, chr2:218785631-218785811, chr21:47499343-47499535; chr2:231988506..231988535,-, chr6:78171774..78171792,+, chr2:176973498..176973524,+; 28.086346291321785; chr2:239545160-239545510, chr2:218785631-218785811, chr21:47499343-47499535; chr2:231988506..231988535,-, chr6:78171774..78171792,+, chr18:70535575..70535609,-; 24.62703880695981; chr2:239545160-239545510, chr2:218785631-218785811, chr21:47499343-47499535; chr2:231988506..231988535,-, chr6:78171774..78171792,+, chr3:123459688..123459695,-; 22.739899082027712; chr2:239545160-239545510, chr2:218785631-218785811, chr21:47499343-47499535; chr2:231988506..231988535,-, chr6:78171774..78171792,+, chr16:51183366..51183416,+; 22.556838452505058; chr2:239545160-239545510, chr2:218785631-218785811, chr21:47499343-47499535; chr2:231988506..231988535,-, chr6:78171774..78171792,+, chr7:140341251..140341265,-; 22.34147300600781
4;chr2:239545160-239545510, chr2:218785631-218785811, chr21:47499343-47499535, chr22:19866426-19867011; chr2:231988506..231988535,-, chr7:81319816..81319864,+, chr7:116963076..116963087,-, chr6:78171774..78171792,+; 26.941770936007309; chr2:239545160-239545510, chr2:218785631-218785811, chr21:47499343-47499535, chr22:19866426-19867011; chr2:231988506..231988535,-, chr7:81319816..81319864,+, chr7:116963076..116963087,-, chr11:15145622..15145653,+; 25.360122835713288; chr2:239545160-239545510, chr2:218785631-218785811, chr21:47499343-47499535, chr22:19866426-19867011; chr2:231988506..231988535,-, chr7:81319816..81319864,+, chr7:116963076..116963087,-, chr2:176973498..176973524,+; 25.00665461968466; chr2:239545160-239545510, chr2:218785631-218785811, chr21:47499343-47499535, chr22:19866426-19867011; chr2:231988506..231988535,-, chr7:81319816..81319864,+, chr3:123459688..123459695,-, chr6:78171774..78171792,+; 24.643413088927119; chr2:239545160-239545510, chr2:218785631-218785811, chr21:47499343-47499535, chr22:19866426-19867011; chr2:231988506..231988535,-, chr7:81319816..81319864,+, chr7:116963076..116963087,-, chr10:119302268..119302282,+; 24.612464258952262
;Gingival epithelial cells;;;;;;;;;;;;;;
1;chr6:27686942-27687278,; chr8:42234745..42234750,-,; 51.660929647426343;;;;;;;;;;;;
2;chr6:27686942-27687278, chr1:4729528-4729775; chr8:42234745..42234750,-, chr14:81221483..81221489,+; 71.086486140316751; chr6:27686942-27687278, chr1:4729528-4729775; chr8:42234745..42234750,-, chr14:87730650..87730656,-; 70.708003496120256; chr6:27686942-27687278, chr1:4729528-4729775; chr8:42234745..42234750,-, chr8:73794005..73794038,-; 67.76080257819666; chr6:27686942-27687278, chr1:4729528-4729775; chr8:42234745..42234750,-, chr11:93754560..93754567,+; 67.462980169648617; chr6:27686942-27687278, chr1:4729528-4729775; chr8:42234745..42234750,-, chr9:34662651..34662656,-; 64.397891215008087
3;chr6:27686942-27687278, chr1:4729528-4729775, chr17:39509244-39509577; chr8:73794005..73794038,-, chr1:14465017..14465026,+, chr8:42234745..42234750,-; 86.270013730633366; chr6:27686942-27687278, chr1:4729528-4729775, chr17:39509244-39509577; chr8:73794005..73794038,-, chr14:87730650..87730656,-, chr8:42234745..42234750,-; 79.445621144751968; chr6:27686942-27687278, chr1:4729528-4729775, chr17:39509244-39509577; chr8:73794005..73794038,-, chr14:87730650..87730656,-, chr4:68749745..68749756,-; 73.420772778991577; chr6:27686942-27687278, chr1:4729528-4729775, chr17:39509244-39509577; chr8:73794005..73794038,-, chr1:14465017..14465026,+, chr9:34662651..34662656,-; 70.677555404232933; chr6:27686942-27687278, chr1:4729528-4729775, chr17:39509244-39509577; chr8:73794005..73794038,-, chr1:14465017..14465026,+, chr14:25065045..25065064,+; 70.260284851644528
4;chr6:27686942-27687278, chr1:4729528-4729775, chr17:39509244-39509577, chr18:57594468-57594884; chr8:73794005..73794038,-, chr1:14465017..14465026,+, chr14:87730650..87730656,-, chr8:42234745..42234750,-; 81.761922136208398; chr6:27686942-27687278, chr1:4729528-4729775, chr17:39509244-39509577, chr18:57594468-57594884; chr8:73794005..73794038,-, chr1:14465017..14465026,+, chr14:25065045..25065064,+, chr8:42234745..42234750,-; 77.997567079792859; chr6:27686942-27687278, chr1:4729528-4729775, chr17:39509244-39509577, chr18:57594468-57594884; chr8:73794005..73794038,-, chr14:87730650..87730656,-, chr14:25065045..25065064,+, chr8:42234745..42234750,-; 77.336239449803799; chr6:27686942-27687278, chr1:4729528-4729775, chr17:39509244-39509577, chr18:57594468-57594884; chr8:73794005..73794038,-, chr1:14465017..14465026,+, chr14:87730650..87730656,-, chr4:68749745..68749756,-; 70.353206076003133; chr6:27686942-27687278, chr1:4729528-4729775, chr17:39509244-39509577, chr18:57594468-57594884; chr8:73794005..73794038,-, chr14:87730650..87730656,-, chr14:25065045..25065064,+, chr3:149510294..149510306,-; 69.296059199493527
;granulocyte macrophage progenitor;;;;;;;;;;;;;;
1;No VEnCode;;;;;;;;;;;;;;
2;chr22:44856761-44856923, chr6:2796199-2796380; chr22:23922618..23922629,-, chr22:45688894..45688936,+; 44.567882512515951; chr22:44856761-44856923, chr6:2796199-2796380; chr10:98064238..98064252,+, chr22:45688894..45688936,+; 44.319697172059229; chr22:44856761-44856923, chr6:2796199-2796380; chr10:98064238..98064252,+, chr19:39786984..39786986,-; 32.400596196625123; chr22:44856761-44856923, chr6:2796199-2796380; chr10:98064238..98064252,+, chr10:81010236..81010259,-; 31.773928211971903; chr22:44856761-44856923, chr6:2796199-2796380; chr10:98064238..98064252,+, chr19:11679063..11679083,-; 29.968379860149248
3;chr22:44856761-44856923, chr6:2796199-2796380, chrX:129218658-129218852; chr17:56347979..56347991,-, chr10:98064238..98064252,+, chr22:23922618..23922629,-; 65.164199973903493; chr22:44856761-44856923, chr6:2796199-2796380, chrX:129218658-129218852; chr17:56347979..56347991,-, chr10:98064238..98064252,+, chr17:56355416..56355433,-; 61.777578327734339; chr22:44856761-44856923, chr6:2796199-2796380, chrX:129218658-129218852; chr17:56347979..56347991,-, chr22:23922618..23922629,-, chr17:56357272..56357293,-; 60.461157036019941; chr22:44856761-44856923, chr6:2796199-2796380, chrX:129218658-129218852; chr17:56347979..56347991,-, chr22:23922618..23922629,-, chr17:56357251..56357269,-; 60.458464967938731; chr22:44856761-44856923, chr6:2796199-2796380, chrX:129218658-129218852; chr17:56347979..56347991,-, chr22:23922618..23922629,-, chr19:843540..843551,+; 59.860825853908871
4;chr22:44856761-44856923, chr6:2796199-2796380, chrX:129218658-129218852, chr19:16229373-16229857; chr17:56347979..56347991,-, chr10:98064238..98064252,+, chr22:23922618..23922629,-, chr22:24096630..24096641,-; 74.959695084892402; chr22:44856761-44856923, chr6:2796199-2796380, chrX:129218658-129218852, chr19:16229373-16229857; chr17:56347979..56347991,-, chr22:23922618..23922629,-, chr19:843540..843551,+, chr17:56357272..56357293,-; 74.930375140705692; chr22:44856761-44856923, chr6:2796199-2796380, chrX:129218658-129218852, chr19:16229373-16229857; chr17:56347979..56347991,-, chr10:98064238..98064252,+, chr22:23922618..23922629,-, chr19:843540..843551,+; 73.926981495205069; chr22:44856761-44856923, chr6:2796199-2796380, chrX:129218658-129218852, chr19:16229373-16229857; chr17:56347979..56347991,-, chr10:98064238..98064252,+, chr19:843540..843551,+, chr17:56357272..56357293,-; 73.734772972203316; chr22:44856761-44856923, chr6:2796199-2796380, chrX:129218658-129218852, chr19:16229373-16229857; chr17:56347979..56347991,-, chr10:98064238..98064252,+, chr19:843540..843551,+, chr22:22599189..22599212,+; 72.95779445125558
;Hair Follicle Dermal Papilla Cells;;;;;;;;;;;;;;
1;chr12:108990792-108990952,; chr17:73682761..73682766,+,; 39.410037874017483;;;;;;;;;;;;
2;chr12:108990792-108990952, chr9:129290502-129290605; chr17:73682761..73682766,+, chrX:136646637..136646649,-; 69.802127003453222; chr12:108990792-108990952, chr9:129290502-129290605; chr17:73682761..73682766,+, chr3:147114993..147115013,-; 67.13413459354345; chr12:108990792-108990952, chr9:129290502-129290605; chr17:73682761..73682766,+, chr8:9953735..9953778,+; 66.563308310492985; chr12:108990792-108990952, chr9:129290502-129290605; chr17:73682761..73682766,+, chrX:136648643..136648711,+; 65.651227184314536; chr12:108990792-108990952, chr9:129290502-129290605; chr17:73682761..73682766,+, chr17:26120743..26120759,-; 64.521983885236438
3;chr12:108990792-108990952, chr9:129290502-129290605, chr3:54461915-54462253; chr17:73682761..73682766,+, chrX:136646637..136646649,-, chr4:127876558..127876592,-; 74.645663755944639; chr12:108990792-108990952, chr9:129290502-129290605, chr3:54461915-54462253; chr17:73682761..73682766,+, chrX:136646637..136646649,-, chr10:134258649..134258668,+; 73.733052676412569; chr12:108990792-108990952, chr9:129290502-129290605, chr3:54461915-54462253; chr17:73682761..73682766,+, chrX:136646637..136646649,-, chr17:26120743..26120759,-; 72.944276728616416; chr12:108990792-108990952, chr9:129290502-129290605, chr3:54461915-54462253; chr17:73682761..73682766,+, chr8:9953735..9953778,+, chr11:44322978..44322994,+; 72.871590890423604; chr12:108990792-108990952, chr9:129290502-129290605, chr3:54461915-54462253; chr17:73682761..73682766,+, chr8:9953735..9953778,+, chr10:134258649..134258668,+; 72.839286073449017
4;chr12:108990792-108990952, chr9:129290502-129290605, chr3:54461915-54462253, chr20:42809563-42809791; chr17:73682761..73682766,+, chrX:136646637..136646649,-, chr8:9953735..9953778,+, chr3:147112699..147112713,-; 75.629167143822201; chr12:108990792-108990952, chr9:129290502-129290605, chr3:54461915-54462253, chr20:42809563-42809791; chr17:73682761..73682766,+, chrX:136646637..136646649,-, chr8:9953735..9953778,+, chr11:44322978..44322994,+; 75.031366059571013; chr12:108990792-108990952, chr9:129290502-129290605, chr3:54461915-54462253, chr20:42809563-42809791; chr17:73682761..73682766,+, chrX:136646637..136646649,-, chr8:9953735..9953778,+, chr17:26120743..26120759,-; 74.984128371714647; chr12:108990792-108990952, chr9:129290502-129290605, chr3:54461915-54462253, chr20:42809563-42809791; chr17:73682761..73682766,+, chrX:136646637..136646649,-, chr8:9953735..9953778,+, chr21:47405885..47405896,+; 74.24950088125884; chr12:108990792-108990952, chr9:129290502-129290605, chr3:54461915-54462253, chr20:42809563-42809791; chr17:73682761..73682766,+, chrX:136646637..136646649,-, chr8:9953735..9953778,+, chr3:147114993..147115013,-; 73.729886314838865
;Hepatic Sinusoidal Endothelial Cells;;;;;;;;;;;;;;
1;No VEnCode;;;;;;;;;;;;;;
2;chr17:75114485-75114957, chr14:105659644-105659863; chr11:119290894..119290943,-, chrX:64898254..64898286,+; 9.933618251780322;;;;;;;;;;;;
3;chr17:75114485-75114957, chr14:105659644-105659863, chr11:76379578-76379896; chr11:119290894..119290943,-, chrX:64898254..64898286,+, chr7:47988045..47988072,-; 19.006000653381751; chr17:75114485-75114957, chr14:105659644-105659863, chr11:76379578-76379896; chr11:119290894..119290943,-, chrX:64898254..64898286,+, chr20:30598204..30598223,+; 18.65603180282373; chr17:75114485-75114957, chr14:105659644-105659863, chr11:76379578-76379896; chr11:119290894..119290943,-, chrX:64898254..64898286,+, chr9:130524481..130524502,-; 18.246837454478968; chr17:75114485-75114957, chr14:105659644-105659863, chr11:76379578-76379896; chr11:119290894..119290943,-, chrX:64898254..64898286,+, chr19:42006553..42006555,-; 17.794570016834754; chr17:75114485-75114957, chr14:105659644-105659863, chr11:76379578-76379896; chr11:119290894..119290943,-, chrX:64898254..64898286,+, chr17:72966776..72966789,+; 17.686887293586135
4;chr17:75114485-75114957, chr14:105659644-105659863, chr11:76379578-76379896, chr9:139541579-139541677; chr10:102046036..102046057,+, chr17:46670612..46670651,-, chr17:72966776..72966789,+, chr2:56216687..56216727,-; 24.529391083756593; chr17:75114485-75114957, chr14:105659644-105659863, chr11:76379578-76379896, chr9:139541579-139541677; chr10:102046036..102046057,+, chr17:46670612..46670651,-, chr17:72966776..72966789,+, chr3:145940194..145940211,-; 23.356593316288318; chr17:75114485-75114957, chr14:105659644-105659863, chr11:76379578-76379896, chr9:139541579-139541677; chr10:102046036..102046057,+, chr17:46670612..46670651,-, chrX:45060135..45060149,-, chr17:62084108..62084111,-; 23.144838163828769; chr17:75114485-75114957, chr14:105659644-105659863, chr11:76379578-76379896, chr9:139541579-139541677; chr10:102046036..102046057,+, chr17:46670612..46670651,-, chrX:45060135..45060149,-, chr3:145940194..145940211,-; 23.066651645997556; chr17:75114485-75114957, chr14:105659644-105659863, chr11:76379578-76379896, chr9:139541579-139541677; chr10:102046036..102046057,+, chr17:46670612..46670651,-, chrX:45060135..45060149,-, chr22:51111142..51111149,+; 22.713183429968918
;Hepatic Stellate Cells lipocyte);;;;;;;;;;;;;;
1;No VEnCode;;;;;;;;;;;;;;
2;chr8:11558749-11558994, chr3:106839867-106840135; chr20:6034576..6034592,-, chr1:153091938..153091951,-; 48.141751415092756; chr8:11558749-11558994, chr3:106839867-106840135; chr20:6034576..6034592,-, chr3:149192475..149192496,+; 45.641284109991275; chr8:11558749-11558994, chr3:106839867-106840135; chr20:6034576..6034592,-, chr4:74269997..74270013,+; 43.742666255497348; chr8:11558749-11558994, chr3:106839867-106840135; chr20:6034576..6034592,-, chr20:6034828..6034857,-; 35.478094418288485; chr8:11558749-11558994, chr3:106839867-106840135; chr20:6034576..6034592,-, chr8:11534438..11534451,+; 34.820403266078173
3;chr8:11558749-11558994, chr3:106839867-106840135, chr20:61057611-61057886; chr20:6034576..6034592,-, chr1:153091938..153091951,-, chr8:11534438..11534451,+; 60.073499232324899; chr8:11558749-11558994, chr3:106839867-106840135, chr20:61057611-61057886; chr20:6034576..6034592,-, chr1:153091938..153091951,-, chr4:74269997..74270013,+; 59.968508577157486; chr8:11558749-11558994, chr3:106839867-106840135, chr20:61057611-61057886; chr20:6034576..6034592,-, chr1:153091938..153091951,-, chr8:11534462..11534475,+; 57.308745312916528; chr8:11558749-11558994, chr3:106839867-106840135, chr20:61057611-61057886; chr20:6034576..6034592,-, chr1:153091938..153091951,-, chr20:6034828..6034857,-; 56.439207322683913; chr8:11558749-11558994, chr3:106839867-106840135, chr20:61057611-61057886; chr20:6034576..6034592,-, chr1:153091938..153091951,-, chr20:6033532..6033548,-; 55.954635068065116
4;chr8:11558749-11558994, chr3:106839867-106840135, chr20:61057611-61057886, chr18:19746222-19746392; chr1:153091938..153091951,-, chr3:149192475..149192496,+, chr8:11534462..11534475,+, chr4:74269997..74270013,+; 68.251943409289126; chr8:11558749-11558994, chr3:106839867-106840135, chr20:61057611-61057886, chr18:19746222-19746392; chr1:153091938..153091951,-, chr8:11534438..11534451,+, chr3:149192475..149192496,+, chr20:6033532..6033548,-; 66.784317314165648; chr8:11558749-11558994, chr3:106839867-106840135, chr20:61057611-61057886, chr18:19746222-19746392; chr1:153091938..153091951,-, chr8:11534438..11534451,+, chr3:149192475..149192496,+, chr20:6034576..6034592,-; 66.484602329145972; chr8:11558749-11558994, chr3:106839867-106840135, chr20:61057611-61057886, chr18:19746222-19746392; chr1:153091938..153091951,-, chr8:11534438..11534451,+, chr3:149192475..149192496,+, chr8:11534462..11534475,+; 65.621292861426269; chr8:11558749-11558994, chr3:106839867-106840135, chr20:61057611-61057886, chr18:19746222-19746392; chr1:153091938..153091951,-, chr8:11534438..11534451,+, chr3:149192475..149192496,+, chr8:11561453..11561466,+; 65.367186678474809
;Hepatocyte;;;;;;;;;;;;;;
1;chr4:100272514-100272898,; chr3:42897512..42897531,+,; 86.702083322838462; chr4:100272514-100272898,; chr9:117087366..117087378,+,; 85.981442630285002; chr4:100272514-100272898,; chr1:159683030..159683033,-,; 84.450081158608896; chr4:100272514-100272898,; chr9:117094148..117094175,+,; 83.684400422770835; chr4:100272514-100272898,; chr5:9409948..9409955,-,; 83.279040033209512
2;chr4:100272514-100272898, chr19:15752781-15753122; chr9:116822485..116822493,-, chr1:159683038..159683045,-; 93.993993064472249; chr4:100272514-100272898, chr19:15752781-15753122; chr9:116822485..116822493,-, chr5:9409948..9409955,-; 93.187390707987888; chr4:100272514-100272898, chr19:15752781-15753122; chr9:116822485..116822493,-, chr3:42897512..42897531,+; 92.833726597837071; chr4:100272514-100272898, chr19:15752781-15753122; chr9:116822485..116822493,-, chr9:117087120..117087132,+; 92.504881021731904; chr4:100272514-100272898, chr19:15752781-15753122; chr9:116822485..116822493,-, chr3:42914446..42914453,-; 92.207058613183847
3;chr4:100272514-100272898, chr19:15752781-15753122, chr6:11944480-11944614; chr9:116822485..116822493,-, chr3:42897512..42897531,+, chr5:9409948..9409955,-; 97.248267365830372; chr4:100272514-100272898, chr19:15752781-15753122, chr6:11944480-11944614; chr9:116822485..116822493,-, chr3:42897512..42897531,+, chr4:155525360..155525372,-; 96.192976677993869; chr4:100272514-100272898, chr19:15752781-15753122, chr6:11944480-11944614; chr9:116822485..116822493,-, chr4:155525360..155525372,-, chr1:159682673..159682679,-; 96.020684320796079; chr4:100272514-100272898, chr19:15752781-15753122, chr6:11944480-11944614; chr9:116822485..116822493,-, chr4:155525360..155525372,-, chr4:155525317..155525331,-; 95.97222709533419; chr4:100272514-100272898, chr19:15752781-15753122, chr6:11944480-11944614; chr9:116822485..116822493,-, chr3:42897512..42897531,+, chr19:10148221..10148229,+; 95.94261434644082
